LT_ND_Grahl_002,,,,,,,,,,,,
SITENAME,DATE,TIME,Salinity,TN,TP,TOC,NH4,NandN,NO2,SRP,DOC,NO3
SRS4,2004-12-02,10:20,0.6,26.902,0.24,1186.667,1.76,3.21,0.37,-9999,1388.333,2.84
SRS5,2004-12-02,11:00,1.6,27.075,-9999,1242.5,3.44,4.63,0.39,-9999,-9999,4.24
SRS6,2004-12-02,11:30,12.3,29.783,0.35,958.333,3.3,6.18,1.18,0.08,1061.667,4.99
SRS1a,2004-12-07,16:30,-9999,28.399,-9999,1169.167,1.65,1.06,0.15,-9999,1364.167,0.91
SRS2,2004-12-07,13:00,-9999,32.338,-9999,1690.833,1.83,0.33,0.18,-9999,1860.833,0.15
SRS3,2004-12-07,10:15,-9999,21.418,-9999,1420,1.77,1.62,0.16,-9999,-9999,1.46
SRS1a,2005-01-04,8:15,-9999,47.763,0.22,1613.333,7.63,4.77,0.64,0.07,-9999,4.13
SRS1c,2005-01-04,15:00,-9999,55.385,0.08,1932.5,5.85,0.41,0.28,0.05,2096.667,0.13
SRS3,2005-01-05,10:30,-9999,41.887,-9999,1693.333,2.15,3.87,0.15,-9999,1820.833,3.72
SRS4,2005-01-06,10:40,1.3,41.13,0.09,1535,4.07,7.14,0.66,0.05,1725,6.48
SRS5,2005-01-06,12:10,17.7,32.505,0.23,959.167,1.93,3.72,0.43,0.04,1010,3.3
SRS6,2005-01-06,12:40,26.1,17.601,0.45,653.75,2.73,4.96,0.45,-9999,756.792,4.51
SRS2,2005-01-12,12:00,-9999,52.607,0.12,-9999,4.36,0.92,0.3,0.04,1750.833,0.62
SRS1c,2005-02-16,14:15,-9999,56.593,0.19,2014.167,5.37,0.91,0.61,0.01,2085,0.3
SRS2,2005-02-16,12:00,-9999,46.034,0.1,1854.167,16.62,3.81,0.44,0.01,2053.333,3.37
SRS3,2005-02-16,10:00,-9999,77.673,0.23,1930,-9999,5.2,0.45,0.04,2080,4.75
SRS4,2005-02-21,10:45,8.2,24.069,0.3,1540,6.22,1.62,0.6,0.06,1633.333,1.03
SRS5,2005-02-21,11:20,12.8,32.571,0.46,1481.667,4.84,2.35,0.69,0.05,1439.167,1.66
SRS6,2005-02-21,11:45,25.2,27.756,0.43,901.667,1.64,2.49,0.95,0.09,1030,1.53
SRS4,2005-03-09,10:30,7.3,45.2,0.35,1455,2.59,2.67,0.24,-9999,-9999,2.43
SRS5,2005-03-09,11:00,18.1,40.56,0.34,2422.5,0.99,2.56,0.27,0.08,1680,2.29
SRS6,2005-03-09,11:30,30.1,23.945,0.51,2000.833,3.86,6.55,0.19,-9999,883.333,6.36
SRS2,2005-03-16,10:30,-9999,125.124,0.26,1140,34.42,0.44,0.12,0.06,-9999,0.32
SRS3,2005-03-16,9:15,-9999,87.169,0.22,649.25,44.99,0.9,0.1,-9999,847.5,0.8
SRS2,2005-04-13,14:15,-9999,195.654,0.14,2578.333,4.98,0.11,0.08,0.04,2496.667,0.03
SRS3,2005-04-13,13:50,-9999,145.903,0.46,2172.5,6.1,3.35,0.34,0.04,2019.167,3.01
SRS4,2005-04-19,10:00,12.3,32.028,0.51,1416.667,1.63,1.23,0.19,-9999,1454.167,1.05
SRS5,2005-04-19,11:00,22.6,41.516,0.7,1102.5,1.05,2.15,0.4,0.08,1122.5,1.74
SRS6,2005-04-19,11:30,29.4,22.653,0.76,736.333,1,2.1,0.41,-9999,765.667,1.69
SRS4,2005-05-18,10:00,17.7,37.059,0.36,1215,0.46,1.81,0.06,-9999,1206.667,1.75
SRS5,2005-05-18,10:30,24.3,31.987,0.43,896.667,0.41,3.36,0.55,0.06,929.167,2.82
SRS6,2005-05-18,10:45,30.8,29.184,0.65,587.5,1.72,0.53,0.11,0.09,623.5,0.43
SRS1c,2005-05-23,14:30,-9999,44.717,-9999,-9999,2.35,0.21,0.1,0.08,2026.25,0.12
SRS3,2005-05-23,11:15,-9999,57.858,0.76,1712.5,2.86,0.32,0.18,0.05,1644.167,0.14
SRS4,2005-06-29,10:15,1.2,28.852,0.42,1212.5,0.78,0.33,0.16,0.08,1355.833,0.17
SRS5,2005-06-29,10:50,6.4,27.52,0.69,1101.667,4.07,1.83,0.33,-9999,1116.667,1.5
SRS6,2005-06-29,11:10,15.7,32.302,0.48,792,2.01,4.74,0.53,-9999,878.333,4.21
SRS1c,2005-06-30,11:30,-9999,39.177,0.23,1290,7.21,0.2,0.13,0.11,-9999,0.07
SRS2,2005-06-30,10:30,-9999,30.706,0.42,1254.167,1.62,0.07,0.05,0.03,1467.5,0.02
SRS3,2005-06-30,9:00,-9999,24.578,0.44,1203.333,1.61,0.11,0.08,0.1,1390,0.03
SRS1c,2005-07-18,14:15,-9999,34.937,0.25,1243.333,17.19,0,0,0.08,994.167,0
SRS2,2005-07-18,11:45,-9999,32.829,0.17,1347.5,2.03,0.14,0.14,0.07,-9999,0
SRS3,2005-07-18,9:15,-9999,34.853,0.27,1497.5,1.4,0.19,0.14,0.11,833.333,0.05
SRS4,2005-07-21,10:00,1.2,31.773,0.3,1396.667,1.4,0.43,0.23,0.06,826.667,0.2
SRS5,2005-07-21,11:00,2.9,32.836,0.4,1377.083,2.87,1.5,0.29,0.07,845,1.2
SRS6,2005-07-21,11:45,23.8,24.103,0.61,717.583,1.46,2,0.26,0.1,815.083,1.74
SRS1c,2005-08-23,11:00,-9999,45.268,0.13,-9999,2.66,0.16,0.17,0.04,1220.833,0
SRS2,2005-08-23,9:45,-9999,67.627,0.16,-9999,1.63,0.18,0.09,0.05,1162.5,0.09
SRS3,2005-08-23,9:00,-9999,72.074,0.15,-9999,4.11,0.27,0.13,0.05,1081.667,0.14
SRS4,2005-09-13,11:00,0.5,28.386,0.15,-9999,2.54,0.47,0.1,0.14,961.667,0.37
SRS5,2005-09-13,11:40,10.9,25.574,0.53,-9999,6.21,1.97,0.33,0.07,815.5,1.65
SRS6,2005-09-13,12:30,16.6,21.28,0.84,-9999,2.04,1.7,0.1,0.09,682.5,1.6
SRS1c,2005-09-23,12:15,-9999,62.311,-9999,-9999,20.3,0.15,0.14,0.08,1170.833,0
SRS2,2005-09-23,10:00,-9999,55.811,0.14,-9999,2.05,0.05,0.05,0.08,1070.833,0
SRS3,2005-09-23,8:45,-9999,35.473,0.13,-9999,1.08,0.05,0.05,0.11,998.75,0
SRS4,2005-10-11,9:45,0.3,26.104,0.12,-9999,1.4,0.32,0.1,0.08,1091.667,0.22
SRS5,2005-10-11,10:15,0.8,30.768,0.25,-9999,1.47,1.29,0.18,0.08,1075.833,1.11
SRS6,2005-10-11,10:50,8.6,26.16,0.56,-9999,4.43,2.37,0.35,0.12,917.5,2.01
SRS1c,2005-10-18,11:30,-9999,20.439,0.3,-9999,1.52,0.33,0.11,0.09,1100,0.22
SRS2,2005-10-18,9:30,-9999,25.085,0.29,-9999,1.67,0.18,0.07,0.09,1020,0.11
SRS3,2005-10-18,8:45,-9999,19.861,0.28,-9999,2.98,0.33,0.08,0.07,1144.167,0.24
SRS1c,2005-11-10,8:50,-9999,25.811,0.16,-9999,5.39,0.46,0.13,0.08,1583.333,0.33
SRS2,2005-11-10,14:50,-9999,19.958,0.16,-9999,3.19,0.32,0.14,0.11,1371.667,0.18
SRS3,2005-11-10,12:05,-9999,18.656,0.13,-9999,2.31,0.27,0.12,0.06,1189.167,0.15
SRS4,2005-11-15,10:00,1.1,22.944,0.62,-9999,1.91,0.45,0.17,0.08,1359.167,0.28
SRS5,2005-11-15,11:30,1.5,33.215,0.59,-9999,1.86,0.72,0.23,0.08,1290,0.5
SRS6,2005-11-15,13:00,14,21.218,1.7,-9999,2.76,1.13,0.23,0.06,975,0.9
SRS4,2005-12-08,10:35,1.3,30.379,0.29,-9999,3.5,0.79,0.14,0.05,1579.167,0.65
SRS5,2005-12-08,11:45,4.5,26.736,0.45,-9999,4.89,1.42,0.16,0.06,1509.167,1.26
SRS6,2005-12-08,12:15,13.7,23.312,0.91,-9999,6.55,1.68,0.23,0.07,1160.833,1.44
SRS1c,2005-12-19,13:30,-9999,22.72,1.45,-9999,6.85,0.53,0.13,0.04,1478.333,0.41
SRS2,2005-12-19,12:30,-9999,35.279,0.24,-9999,2.66,0.14,0.05,0.04,1716.667,0.1
SRS3,2005-12-19,10:00,-9999,34.103,0.26,-9999,4.2,0.97,0.08,0.02,1593.333,0.9
SRS4,2006-01-03,10:00,1.4,35.722,0.27,-9999,5.67,1.6,0.22,0.01,1645.833,1.38
SRS5,2006-01-03,11:00,7.2,26.224,0.54,-9999,4.27,2.11,0.28,0.02,1525.833,1.83
SRS6,2006-01-03,11:25,20.4,21.729,0.78,-9999,4.16,2.32,0.14,0.13,985.833,2.18
SRS1c,2006-01-05,7:45,-9999,35.237,0.25,-9999,26.73,4.49,0.3,0,1413.333,4.19
SRS1d,2006-01-05,13:15,-9999,32.406,0.19,-9999,11.33,0.75,0.12,0.03,1648.333,0.63
SRS2,2006-01-17,11:40,-9999,22.061,0.2,-9999,6.52,0.33,0.08,0.01,1652.5,0.25
SRS3,2006-01-17,10:20,-9999,46.477,0.2,-9999,5.5,2.37,0.09,0.02,1764.167,2.28
SRS4,2006-02-02,10:20,3.2,28.58,0.98,-9999,4.74,3.6,0.27,0.01,1742.5,3.33
SRS5,2006-02-02,11:15,15.5,31.179,0.6,-9999,2.01,6.11,0.16,0.09,1320.833,5.95
SRS6,2006-02-02,12:00,24.4,21.235,0.72,-9999,1.46,2.99,0.19,0.12,879.167,2.8
SRS1d,2006-02-09,11:10,-9999,27.422,0.73,-9999,9.5,3.51,0.14,0.03,1759.167,3.37
SRS2,2006-02-09,10:00,-9999,22.352,0.87,-9999,2.7,0.55,0.11,0.03,1645,0.43
SRS3,2006-02-09,9:15,-9999,25.807,0.88,-9999,4.42,2.43,0.08,0.04,1809.167,2.36
SRS1d,2006-03-02,12:20,-9999,45.661,0.44,-9999,-9999,0.75,0.12,0.06,1732.5,0.62
SRS2,2006-03-02,10:15,-9999,35.464,0.28,-9999,2.3,0.24,0.09,0.04,1354.167,0.15
SRS3,2006-03-02,9:20,-9999,28.064,0.29,-9999,1.52,1.48,0.11,0.06,1417.5,1.37
SRS4,2006-03-09,9:40,1.6,26.206,0.56,-9999,2.4,2.01,0.18,0.06,1477.5,1.83
SRS5,2006-03-09,10:15,7.1,25.82,0.56,-9999,2.13,2.92,0.25,0.07,1382.5,2.67
SRS6,2006-03-09,10:45,19.8,21.348,0.75,-9999,2.4,2.3,0.34,0.03,905.833,1.97
SRS1d,2006-04-06,15:30,-9999,35.701,0.44,-9999,6.81,0.86,0.07,0.03,2005,0.79
SRS2,2006-04-06,9:45,-9999,53.444,0.41,-9999,10.1,0.23,0.16,0.07,2167.5,0.07
SRS3,2006-04-06,9:00,-9999,43.14,0.65,-9999,-9999,0.2,0.2,0.02,1754.167,0
SRS4,2006-04-11,10:15,9.4,21.624,1.62,-9999,7.34,1.04,0.19,0.14,1425.833,0.85
SRS5,2006-04-11,10:45,12.2,24.492,0.97,-9999,9.17,2.43,0.15,0.09,1365.833,2.28
SRS6,2006-04-11,11:00,25.9,19.12,0.92,-9999,15.8,-9999,-9999,0.17,875.833,-9999
SRS4,2006-05-04,10:00,14.3,24.932,1.47,-9999,4.64,0.87,0.16,0.13,1307.5,0.71
SRS5,2006-05-04,10:45,30,22.933,1.32,-9999,4.64,0.87,0.16,0.13,1307.5,0.71
SRS6,2006-05-04,11:30,32.4,16.97,1.51,-9999,1.72,2.23,0.29,0.31,627.917,1.94
SRS1d,2006-05-16,9:30,-9999,109.917,1.53,-9999,8.99,1.59,0.24,0.04,2793.333,1.35
SRS2,2006-05-16,10:20,-9999,104.495,1.21,-9999,-9999,6.2,0.42,0.09,1476.667,5.78
SRS3,2006-05-16,9:30,-9999,63.081,2.21,-9999,3.25,10.2,0.53,0.08,1865.833,9.67
SRS4,2006-06-06,10:20,11.3,25.718,0.83,-9999,2.57,2.75,0.2,0.18,1343.333,2.55
SRS5,2006-06-06,11:20,24.4,22.266,0.75,-9999,1.57,2.31,0.46,-9999,1343.75,1.85
SRS6,2006-06-06,12:10,30,15.12,0.86,-9999,0.18,0.74,0.32,0.12,1060.833,0.42
SRS1d,2006-06-15,11:45,-9999,40.855,0.43,-9999,2.92,0.35,0.08,0.05,2363.333,0.27
SRS2,2006-06-15,10:15,-9999,43.557,0.39,-9999,2.57,0.74,0.09,0.03,2412.5,0.64
SRS3,2006-06-15,9:50,-9999,24.777,0.39,-9999,3.07,0.43,0.03,0.07,1681.667,0.4
SRS1d,2006-07-25,-9999,-9999,25.347,0.23,-9999,4.03,0.45,0.13,0.09,799.667,0.32
SRS4,2006-07-26,-9999,0.6,30.387,0.59,-9999,3.76,1.42,0.25,0.05,1131.667,1.17
SRS5,2006-07-26,-9999,1.1,32.466,0.4,-9999,2.48,1.13,0.31,0.05,1095.833,0.82
SRS6,2006-07-26,-9999,6.8,29.331,0.59,-9999,4.83,3.21,0.34,0.13,1114.167,2.87
SRS2,2006-07-31,12:00,-9999,30.228,0.29,-9999,1.4,0.23,0.12,0.04,1077.917,0.11
SRS3,2006-07-31,10:15,-9999,39.597,0.4,-9999,1.32,0.18,0.09,0.03,1238.333,0.09
SRS4,2006-08-21,10:25,1.1,27.569,0.24,-9999,1.62,0.57,0.17,0.04,1069.167,0.4
SRS5,2006-08-21,12:00,5.6,34.397,0.4,-9999,1.44,3.55,0.34,0.05,1125.833,3.21
SRS6,2006-08-21,12:45,21.4,25.941,1.1,-9999,2.07,4.9,0.44,0.32,743.333,4.46
SRS1d,2006-09-01,13:31,-9999,20.507,0.16,-9999,0.82,0.14,0.07,0.05,778.25,0.08
SRS2,2006-09-01,11:12,-9999,29.466,0.17,-9999,1.29,0.09,0.08,0.03,1096.667,0.01
SRS3,2006-09-01,8:50,-9999,23.137,0.19,-9999,1.14,0.17,0.07,0.03,867.5,0.1
SRS4,2006-09-14,10:45,0.3,34.116,0.41,-9999,0.98,0.8,0.64,0.05,1299.167,0.17
SRS5,2006-09-14,11:55,6.9,38.111,0.98,-9999,1.31,1.34,0.12,0.05,1221.667,1.23
SRS6,2006-09-14,13:05,14.3,38.357,1.13,-9999,1.56,1.38,0.26,0.1,890.833,1.12
SRS1d,2006-09-21,13:30,-9999,26.257,0.53,-9999,1.42,0.07,0.04,0.05,955.833,0.03
SRS2,2006-09-21,11:00,-9999,58.272,0.2,-9999,0.97,0.06,0.06,0.03,1310,0
SRS3,2006-09-21,9:00,-9999,45.77,0.19,-9999,1.76,-9999,-9999,0.12,1279.167,-9999
SRS1d,2006-10-09,13:30,-9999,37.189,0.15,-9999,2.38,0.3,0.09,0.03,1334.167,0.21
SRS2,2006-10-09,11:00,-9999,37.709,0.17,-9999,2.62,0.69,0.13,0.02,1110.833,0.56
SRS3,2006-10-09,9:30,-9999,29.331,0.15,-9999,1.24,0.43,0.09,0.07,853.333,0.34
SRS4,2006-10-16,10:35,2.7,27.664,0.22,-9999,3.1,0.55,0.14,0.03,1010,0.41
SRS5,2006-10-16,11:20,10.6,28.487,0.5,-9999,2.34,1.2,0.27,0.08,966.667,0.93
SRS6,2006-10-16,12:00,18.8,26.064,0.86,-9999,5.23,2.97,0.52,0.31,830.333,2.45
SRS1d,2006-11-13,13:00,-9999,44.879,0.25,-9999,4.65,0.62,0.06,0.04,2036.667,0.56
SRS2,2006-11-13,11:05,-9999,42.863,0.38,-9999,4,0.22,0.04,0.04,1715,0.18
SRS3,2006-11-13,9:15,-9999,27.548,0.32,-9999,4.33,2.17,0.06,0.03,1257.5,2.11
SRS4,2006-11-20,10:30,2.2,29.956,0.45,-9999,4.22,1.01,0.11,0,1249.167,0.9
SRS5,2006-11-20,11:20,3.7,30.76,0.45,-9999,2.62,1.25,0.13,0.02,1235.833,1.12
SRS6,2006-11-20,13:05,19.9,26.269,1,-9999,2.32,5.16,0.45,0.18,812.833,4.71
SRS1d,2006-12-07,13:45,-9999,54.697,0.32,-9999,4.11,1.71,0.12,0,2082.083,1.59
SRS2,2006-12-07,9:40,-9999,57.573,0.35,-9999,5.43,0.78,0.09,0.02,1935.833,0.7
SRS3,2006-12-07,8:45,-9999,43.419,0.29,-9999,3.44,2.72,0.19,0.02,1339.167,2.53
SRS4,2006-12-11,10:45,2.2,39.671,0.35,-9999,10.15,1.55,0.29,0.04,1473.333,1.26
SRS5,2006-12-11,10:45,12.4,28.836,0.42,-9999,2.86,1.8,0.2,0.13,1162.5,1.61
SRS6,2006-12-11,11:35,19.1,27.306,0.75,-9999,2.7,3.22,0.34,0.17,892.5,2.88
SRS4,2007-01-17,11:45,2.8,43.69,0.37,-9999,-9999,3.4,0.31,0.04,1625,3.08
SRS5,2007-01-17,13:00,15.8,28.783,0.72,-9999,3.37,4.67,0.28,0.06,1201.667,4.39
SRS6,2007-01-17,14:45,26.7,22.476,0.67,-9999,2.87,2.23,0.21,0.14,712.917,2.03
SRS1d,2007-01-18,13:15,-9999,63.609,0.38,-9999,26.79,1.13,0.1,0.01,2137.5,1.02
SRS2,2007-01-18,11:00,-9999,73.414,0.33,-9999,7.86,2.81,0.22,0.06,2211.667,2.59
SRS3,2007-01-18,9:15,-9999,59.097,0.28,-9999,-9999,-9999,-9999,-9999,-9999,-9999
SRS1d,2007-02-01,13:30,-9999,45.542,0.15,-9999,11.39,0.58,0.09,0.06,1900,0.48
SRS2,2007-02-01,9:40,-9999,61.01,0.22,-9999,11.65,2.08,0.14,0.11,2486.667,1.94
SRS3,2007-02-01,8:35,-9999,53.002,0.2,-9999,28.47,6.29,0.21,0.04,1842.5,6.09
SRS4,2007-02-07,10:15,4.3,32.555,0.4,-9999,7.36,2.55,0.35,0.01,1390,2.2
SRS5,2007-02-07,10:52,10.5,28.22,-9999,-9999,3.32,2.88,0.59,0.07,1226.667,2.29
SRS6,2007-02-07,11:31,19.3,24.804,0.51,-9999,4.57,2.09,0.2,0.04,903.333,1.89
SRS1d,2007-03-19,14:45,-9999,87.012,0.26,-9999,-9999,0.8,0.08,0.06,2415,0.71
SRS2,2007-03-19,11:30,-9999,82.662,0.32,-9999,-9999,0.68,0.16,0.07,2948.333,0.51
SRS3,2007-03-19,10:00,-9999,121.898,0.86,-9999,-9999,2.58,0.4,-9999,2062.5,2.18
SRS4,2007-03-27,9:52,10.7,34.088,0.51,-9999,7.47,1.12,0.2,0.07,1250,0.92
SRS5,2007-03-27,10:28,17.8,31.642,0.82,-9999,2.14,2.28,0.23,0.01,1080.833,2.05
SRS6,2007-03-27,11:10,27.5,26.444,0.88,-9999,2.35,1.41,0.25,0.04,696.75,1.16
SRS4,2007-04-26,10:00,4.1,39.014,0.57,-9999,3.29,0.47,0.24,0.01,1347.5,0.23
SRS5,2007-04-26,10:35,15.6,19.435,0.38,-9999,7.25,1.82,0.37,0.15,1107.5,1.45
SRS6,2007-04-26,11:20,25.9,14.615,0.99,-9999,2.03,3.11,0.45,-9999,747.5,2.66
SRS1d,2007-04-27,11:00,-9999,70.495,1.88,-9999,3.91,0.16,0.16,0.02,2501.667,0
SRS2,2007-04-27,9:20,-9999,40.87,0.3,-9999,2.46,0.15,0.15,0.03,2149.167,0
SRS3,2007-04-27,8:45,-9999,36.818,0.26,-9999,7.97,0.52,0.17,0.02,1779.167,0.35
SRS4,2007-05-22,10:10,15.2,44.442,0.37,-9999,3.38,2.25,0.14,0.07,1313.5,2.11
SRS5,2007-05-22,10:55,21,38.349,-9999,-9999,2.96,2.29,0.28,0.06,1212,2.01
SRS6,2007-05-22,11:35,29.1,27.455,0.74,-9999,1.08,0.99,0.18,0.02,851.833,0.81
SRS1d,2007-05-24,12:30,-9999,74.191,0.24,-9999,5.66,0.2,0.2,0.01,2468,0
SRS2,2007-05-24,10:20,-9999,74.778,0.39,-9999,3.11,0.21,0.21,0.01,1996.333,0
SRS3,2007-05-24,9:30,-9999,59.062,0.27,-9999,10.66,0.3,0.2,0.02,1881.333,0.1
SRS4,2007-06-18,9:35,6.5,29.556,0.37,-9999,1.97,0.38,0.31,0.08,1370,0.07
SRS5,2007-06-18,10:45,11.9,29.249,0.41,-9999,2.63,1.88,0.49,0.12,1278.333,1.39
SRS6,2007-06-18,10:45,23.8,33.019,0.84,-9999,2.54,4.12,0.62,0.12,933,3.49
SRS1d,2007-06-20,13:30,-9999,33.219,0.97,-9999,2.65,0.44,0.19,0.02,1175.667,0.25
SRS2,2007-06-20,10:30,-9999,41.808,0.94,-9999,1.9,0.2,0.2,0.03,1282.333,0
SRS3,2007-06-20,9:35,-9999,47.878,1.12,-9999,3.02,0.49,0.19,0.02,1398.333,0.3
SRS4,2007-07-10,10:35,1.9,32.209,1.72,-9999,1.81,0.75,0.28,0.05,1409.833,0.46
SRS5,2007-07-10,11:45,16.4,34.239,0.74,-9999,1.89,5.37,0.53,-9999,1172.167,4.85
SRS6,2007-07-10,12:15,23.7,32.589,0.89,-9999,1.63,4.15,0.51,0.07,971.167,3.64
SRS1d,2007-07-26,13:30,-9999,50.447,0.18,-9999,3.12,4.82,0.14,0.06,789.333,4.69
SRS2,2007-07-26,11:15,-9999,96.748,0.13,-9999,4.12,0.43,0.07,0.11,1332.5,0.37
SRS3,2007-07-26,9:30,-9999,56.827,0.14,-9999,1.13,0.37,0.12,0.02,930,0.25
SRS4,2007-08-07,10:40,1.6,36.471,0.33,-9999,1.39,0.36,0.11,0.03,1026.667,0.25
SRS5,2007-08-07,11:35,20.5,79.916,0.81,-9999,2.04,3.86,0.43,0.18,849.167,3.43
SRS6,2007-08-07,12:30,26.7,43.148,0.87,-9999,1.67,2.3,0.33,0.16,651.917,1.97
SRS1d,2007-08-08,8:50,-9999,61.373,0.21,-9999,16.87,0.19,0.09,0.03,1046.667,0.09
SRS2,2007-08-08,12:15,-9999,58.737,0.17,-9999,1.67,0.09,0.09,0.02,1276.667,0
SRS3,2007-08-08,11:30,-9999,45.443,0.18,-9999,1.01,0.34,0.08,0.03,822.833,0.27
SRS1d,2007-09-05,13:15,-9999,42.725,0.16,-9999,5.39,0.59,0.2,0.05,1316.25,0.39
SRS2,2007-09-05,10:45,-9999,49.186,0.11,-9999,1.87,0.19,0.11,0.03,1246.667,0.09
SRS3,2007-09-05,9:23,-9999,46.455,0.15,-9999,2.49,1.24,0.19,0.02,1173.333,1.05
SRS4,2007-09-10,10:15,1.6,29.132,0.17,-9999,0.78,0.38,0.14,0.03,1090.833,0.25
SRS5,2007-09-10,11:13,11.8,31.008,0.57,-9999,2.42,2.47,0.37,0.11,1087.5,2.1
SRS6,2007-09-10,12:15,24.1,34.183,0.81,-9999,2.33,2.58,0.32,0.12,750.5,2.26
SRS4,2007-10-03,10:22,3.2,27.556,0.63,-9999,1.96,0.8,0.11,0.11,548,0.69
SRS5,2007-10-03,11:12,19.6,39.077,0.83,-9999,1.66,1.92,0.23,0.12,496.583,1.69
SRS6,2007-10-03,11:50,26.1,30.442,1.24,-9999,2.51,1.93,0.29,0.11,377.25,1.64
SRS1d,2007-10-08,15:45,-9999,32.861,0.3,-9999,1.91,0.41,0.06,0.13,496,0.36
SRS2,2007-10-08,12:15,-9999,48.848,0.48,-9999,-9999,0.17,0.06,0.13,656.5,0.11
SRS3,2007-10-08,9:00,-9999,28.115,0.42,-9999,1.39,1.54,0.08,0.08,556.75,1.46
SRS4,2007-11-07,10:37,2.1,51.839,0.33,-9999,2.66,0.88,0.05,0.02,1136.667,0.82
SRS5,2007-11-07,10:37,17.4,38.868,0.59,-9999,0.99,0.25,0.06,0.06,911.667,0.19
SRS6,2007-11-07,10:37,25.3,31.728,0.94,-9999,1.3,0.21,0.05,0.02,641,0.16
SRS1d,2007-11-19,13:45,-9999,70.352,0.26,-9999,1.13,0.21,0.08,0.02,1670,0.13
SRS2,2007-11-19,11:00,-9999,59.381,0.18,-9999,2.03,0.26,0.05,0.03,1178.333,0.21
SRS3,2007-11-19,9:35,-9999,48.274,0.18,-9999,1.15,0.2,0.07,0.01,1039.167,0.12
SRS4,2007-12-03,9:40,3.8,55.173,0.3,-9999,5.33,0.79,0.16,0.07,1177.5,0.63
SRS5,2007-12-03,10:20,15.3,44.532,0.5,-9999,2.69,3.03,0.18,0.31,1025,2.84
SRS6,2007-12-03,11:10,22.4,32.234,0.4,-9999,2.36,2.9,0.39,0.28,780.75,2.5
SRS1d,2007-12-05,10:20,-9999,61.827,0.22,-9999,16.02,1.55,0.15,0.12,1629.167,1.4
SRS2,2007-12-05,9:10,-9999,62.542,0.15,-9999,23.3,0.34,0.07,0.05,1369.167,0.27
SRS3,2007-12-05,8:40,-9999,49.343,0.16,-9999,13.84,3.69,0.1,0.04,1195.833,3.58
SRS1d,2008-01-10,12:40,-9999,82.984,0.25,-9999,56.76,0.5,0.16,0.07,2023.333,0.34
SRS2,2008-01-10,10:30,-9999,73.582,0.23,-9999,32.58,2.24,0.15,0.06,1410,2.09
SRS3,2008-01-10,9:20,-9999,74.929,0.17,-9999,41.75,3.84,0.38,0.04,1430,3.47
SRS4,2008-01-22,9:45,10.7,43.911,0.68,-9999,4.82,2.22,0.3,0.04,1217.083,1.92
